city,cats,price,people,district,airport,electricity,water,label
Nis,9.0,92933.27229388154,4.0,12,True,0.6910379913316571,-0.8612414862270885,nekvalitetan
Kragujevac,0.0,98883.72590072201,2.0,7,,-0.5246425794927984,0.8092536291873588,nekvalitetan
Novi Sad,7.0,87852.23697209053,6.0,13,,-0.12597454489696747,-1.0632289176423244,nekvalitetan
Beograd,0.0,94403.44708049139,0.0,13,True,-1.1123250068243453,-0.10721833233801692,nekvalitetan
Nis,2.0,56902.07026240246,,6,True,0.07908710908854355,-0.16606827753538567,kvalitetan
Kragujevac,2.0,68933.60832777846,3.0,8,,-0.7387456244680146,-0.49520246570561544,nekvalitetan
Novi Sad,2.0,99516.87070736675,5.0,4,,-1.3201041876120019,0.49607122508203483,nekvalitetan
Beograd,2.0,80901.94079134575,6.0,1,True,1.3142780357898611,0.2849066529642976,nekvalitetan
Nis,,84508.70946856632,4.0,2,True,0.2220837876496871,0.07874365902255717,kvalitetan
Kragujevac,0.0,59230.82850102168,,1,,-0.34413476239108454,0.28129003107375833,kvalitetan
Novi Sad,,83742.43702329295,2.0,10,,0.11407543823260283,0.1872034625558432,kvalitetan
Beograd,3.0,90296.28540200522,6.0,10,True,-0.28766631882251537,-0.23219671858699686,kvalitetan
Nis,0.0,90707.75643637675,4.0,4,True,0.3110598339553745,-0.03385550155896096,kvalitetan
Kragujevac,6.0,56700.60308614987,5.0,2,,-0.10421367169075582,-0.30488604460592855,kvalitetan
Novi Sad,9.0,93953.33629648667,,4,,0.019020597238594367,0.15551088592897275,kvalitetan
Beograd,2.0,75004.24090648282,7.0,18,True,0.41527301771357494,-0.3207398275294341,kvalitetan
Nis,8.0,74482.76056376864,4.0,10,True,0.1480421818353529,0.03196087454604913,kvalitetan
Kragujevac,3.0,69587.09387374138,1.0,16,,0.325325886879266,0.0971253315403065,kvalitetan
Novi Sad,4.0,56830.91879271288,6.0,19,,-0.33318712526463495,0.11709249353967088,kvalitetan
Beograd,8.0,89714.52274829794,7.0,19,True,-0.8022517863235795,-0.3839914604403189,nekvalitetan
Nis,5.0,73391.27635512967,7.0,5,True,0.18236133070031563,-0.42824999544814724,kvalitetan
Kragujevac,8.0,99340.28959451256,7.0,2,,1.0517319963746559,-0.019566646255139798,nekvalitetan
Novi Sad,8.0,67556.32565992094,6.0,8,,0.5293451705922269,0.18345292523335982,kvalitetan
Beograd,5.0,86852.10954038685,3.0,7,True,-0.3750676571839996,0.19090257745816383,kvalitetan
Nis,,53827.698730886645,2.0,6,True,-0.96845830721552,-0.04014874994431007,nekvalitetan
Kragujevac,8.0,80819.25039273765,1.0,1,,-0.35881417144973315,-0.3518397880387387,kvalitetan
Novi Sad,4.0,62134.767408750165,3.0,19,,-1.1280889614590766,-0.0018953113065331428,nekvalitetan
Beograd,4.0,90792.44294219461,,18,True,-0.4458326510653789,-0.09889343196801138,kvalitetan
Nis,,70917.06272628013,3.0,10,True,0.04215526252606708,-0.10848587165234985,kvalitetan
Kragujevac,,56361.27479279829,6.0,12,,-0.3458838613384974,1.0156964749142954,nekvalitetan
Novi Sad,3.0,68191.85082021571,1.0,2,,0.9448360140517912,-0.1497165701156318,nekvalitetan
Beograd,8.0,56156.434265953576,3.0,16,True,1.1117983832872278,0.18696463516429485,nekvalitetan
Nis,,89146.59127822847,6.0,3,True,-0.03056825298104096,-0.960189995736211,nekvalitetan
Kragujevac,4.0,59763.02826060746,,5,,-0.007341063010039339,-0.1323598766416203,kvalitetan
Novi Sad,8.0,98764.60758538873,3.0,9,,0.07879169535617384,0.1189159747941875,kvalitetan
Beograd,5.0,52038.409155498586,5.0,10,True,0.14807216026455544,-0.49802806817137835,kvalitetan
Nis,7.0,54969.95735236404,2.0,4,True,-0.2445583442616549,0.1868579441462957,kvalitetan
Kragujevac,0.0,67110.5866640484,,19,,0.39558281058574746,-0.7818936454146103,nekvalitetan
Novi Sad,7.0,72395.39437672905,0.0,1,,-0.17794947516192275,-0.2702455006469686,kvalitetan
Beograd,2.0,80083.33733117026,,12,True,0.5646025616365178,-0.8364273827371227,nekvalitetan
Nis,9.0,85320.58953288195,7.0,17,True,0.22174801486770854,0.15009829141984865,kvalitetan
Kragujevac,4.0,91276.27668022341,2.0,8,,0.6879747514315168,0.8500729848825535,nekvalitetan
Novi Sad,9.0,83319.89560257831,7.0,1,,-0.4891330251703444,0.03723237640074581,kvalitetan
Beograd,5.0,67084.37880827053,,14,True,-0.06411493042680232,0.12388279938826524,kvalitetan
Nis,9.0,75606.07922453983,5.0,13,True,0.3244931705323145,0.12383539570587446,kvalitetan
Kragujevac,3.0,56986.42171717221,3.0,16,,0.4582166758168104,-0.2580722713822341,kvalitetan
Novi Sad,8.0,55775.00568057704,7.0,14,,0.8084847489856174,-0.5084975092676348,nekvalitetan
Beograd,0.0,59990.16275968163,1.0,3,True,-0.9539873997549877,0.44777956639632943,nekvalitetan
Nis,2.0,56852.835936519594,7.0,7,True,-0.10965089972406232,0.2417831429592883,kvalitetan
Kragujevac,8.0,67850.90810956554,,18,,-0.7829395129119168,-0.756894788526752,nekvalitetan
Novi Sad,3.0,80753.51893314676,3.0,19,,0.4300471735662247,0.1473071060101837,kvalitetan
Beograd,,83898.33070674737,2.0,9,True,0.5387361821964316,1.0126593382142812,nekvalitetan
Nis,6.0,59063.23631164443,2.0,19,True,-0.4698555357596744,0.14334730891457573,kvalitetan
Kragujevac,8.0,89448.73508609374,,0,,-0.6077985340105027,-0.5540873913066926,nekvalitetan
Novi Sad,3.0,86922.6785664529,,18,,-0.6127830683073284,-0.7843864214822016,nekvalitetan
Beograd,3.0,73780.23740390257,0.0,14,True,-0.17110661502000363,0.13845127662319603,kvalitetan
Nis,7.0,71454.02095872714,,14,True,0.42212363761299254,0.42112002026248113,nekvalitetan
Kragujevac,5.0,84475.85600662709,6.0,19,,0.02758426152989897,-0.7585273332789715,nekvalitetan
Novi Sad,8.0,51648.93666352932,1.0,4,,0.7311629201323514,-0.5025610452852289,nekvalitetan
Beograd,7.0,93931.61476502774,3.0,9,True,-0.9242805884369739,-0.12793751923231617,nekvalitetan
Nis,9.0,52350.288700409845,,16,True,0.21354069012041937,0.2070855782811893,kvalitetan
Kragujevac,9.0,92998.20806940492,0.0,6,,-1.073533908471717,0.09438722128782026,nekvalitetan
Novi Sad,0.0,97901.14321998262,7.0,0,,-0.9811987865942431,-0.37084325934541007,nekvalitetan
Beograd,1.0,88865.85472237154,2.0,8,True,0.26185588517853453,0.10664282648573878,kvalitetan
Nis,0.0,93183.29547690769,0.0,14,True,-0.024269495541786215,0.39774144202854583,kvalitetan
Kragujevac,3.0,76196.2467599584,2.0,13,,0.8178804639832775,0.7125519935522574,nekvalitetan
Novi Sad,4.0,67645.07249085506,7.0,18,,-0.3537237480304174,-0.03828634165281948,kvalitetan
Beograd,,86143.15321894217,2.0,17,True,0.07945532474189218,0.3398986137155895,kvalitetan
Nis,3.0,66857.27517002792,5.0,5,True,-0.8777720213407684,-0.3418679629596791,nekvalitetan
Kragujevac,5.0,72653.55379625066,7.0,0,,-0.04764020430506422,0.2684356225625638,kvalitetan
Novi Sad,8.0,99959.26165964261,,17,,0.10643536473605499,-0.28343296481915387,kvalitetan
Beograd,8.0,94875.49875582312,6.0,19,True,0.2405409881743525,-0.894745530233239,nekvalitetan
Nis,6.0,65274.33176708795,,5,True,-0.012049957594839136,-0.396473548713643,kvalitetan
Kragujevac,8.0,52263.868761075755,2.0,9,,-0.13415396361957213,0.14967312970545815,kvalitetan
Novi Sad,7.0,71632.03181697626,5.0,10,,-0.18726883275285977,-0.9903516671975536,nekvalitetan
Beograd,8.0,55077.50326408968,7.0,0,True,-0.2251600655122868,-1.0142208339403362,nekvalitetan
Nis,,99201.75884483423,0.0,17,True,-1.0583308013954507,-0.07082663858121524,nekvalitetan
Kragujevac,8.0,61856.933404304575,,15,,0.9350808870550246,-0.4133931748913496,nekvalitetan
Novi Sad,6.0,81829.48632661496,2.0,0,,-0.9678955138248067,-0.1178291269790544,nekvalitetan
Beograd,0.0,57411.6413735055,2.0,3,True,0.11361112651208807,0.24219020576935502,kvalitetan
Nis,5.0,91990.64944265012,4.0,6,True,-0.10001656707319848,0.24942861626313242,kvalitetan
Kragujevac,8.0,50296.93449550281,6.0,16,,0.33591345623710284,-0.17363531386324949,kvalitetan
Novi Sad,8.0,58663.930215047425,3.0,1,,0.7086405027095218,0.6198772916459667,nekvalitetan
Beograd,1.0,94880.24799693147,,12,True,0.6187673766336041,-0.0203140287156421,kvalitetan
Nis,2.0,92793.80609961957,5.0,4,True,-0.05046840482724165,0.009912757977073194,kvalitetan
Kragujevac,8.0,83838.23527821698,4.0,16,,0.12122911234135739,-0.16664713994501162,kvalitetan
Novi Sad,0.0,90476.72553518035,1.0,18,,-0.4175703029753463,-0.8274933053858005,nekvalitetan
Beograd,4.0,59086.074135522504,2.0,9,True,-0.5798944283635339,0.22339148077767276,kvalitetan
Nis,1.0,99507.74338875522,0.0,17,True,0.07758207582576342,0.9722167429980356,nekvalitetan
Kragujevac,3.0,99078.73058172992,7.0,13,,0.17992773687656116,-0.08007127845872894,kvalitetan
Novi Sad,2.0,60338.04809373078,3.0,18,,-0.7644127959421728,-0.78195754499431,nekvalitetan
Beograd,2.0,65076.81260112078,1.0,16,True,-0.7823001638954097,-0.6441696171719001,nekvalitetan
Nis,9.0,52111.025578267596,3.0,12,True,-0.8343067169920734,-0.14466051133532415,nekvalitetan
Kragujevac,0.0,72112.08749885585,4.0,7,,-0.5550649913926677,-0.13804797301835886,kvalitetan
Novi Sad,2.0,94240.69856943098,3.0,2,,-1.26741260082708,-0.017616694681259593,nekvalitetan
Beograd,9.0,56584.01927563934,1.0,10,True,0.9145733926785127,-0.5641924296924672,nekvalitetan
Nis,2.0,66888.15849019063,0.0,12,True,0.38492259184778427,-0.05830943367520809,kvalitetan
Kragujevac,5.0,79884.013142855,,15,,-0.7698003791505449,0.6343350682860596,nekvalitetan
Novi Sad,2.0,81678.9788984769,7.0,17,,0.5799814404444912,-0.7206679047942051,nekvalitetan
Beograd,3.0,69740.50110275808,2.0,0,True,-1.2195040132463548,0.22267331008242397,nekvalitetan
Nis,4.0,67939.9347060342,6.0,18,True,0.8682582112527062,-0.5425229407429657,nekvalitetan
Kragujevac,5.0,67571.65443710255,5.0,16,,0.14274261466383562,0.2124281357581529,kvalitetan
Novi Sad,9.0,99341.62281915508,1.0,8,,0.41591822445819154,0.11807685754559633,kvalitetan
Beograd,3.0,85586.45799362575,,12,True,0.759771141574727,-0.37358289221974333,nekvalitetan
Nis,4.0,90417.16138869483,1.0,11,True,-0.8980435280336786,0.27282691678721793,nekvalitetan
Kragujevac,3.0,98965.10244536582,1.0,17,,-0.748785731327333,-0.9728669992418841,nekvalitetan
Novi Sad,1.0,51924.94810173974,4.0,10,,-0.36809329072923225,-0.9193296192321995,nekvalitetan
Beograd,4.0,65636.09430023677,1.0,2,True,-0.08360484653643291,0.030038535121842597,kvalitetan
Nis,9.0,78439.22946611562,,16,True,-0.33811205708227443,-0.36442955886817474,kvalitetan
Kragujevac,6.0,90678.0263522392,4.0,0,,0.2896010659980808,-0.16979386535948904,kvalitetan
Novi Sad,7.0,56416.72111929484,0.0,8,,0.8723090513369327,-0.556623726983532,nekvalitetan
Beograd,8.0,63223.862365979294,0.0,16,True,0.32337002081717997,-0.1291759983525301,kvalitetan
Nis,8.0,72204.53391202186,7.0,6,True,0.19499202657259743,0.03696418807977572,kvalitetan
Kragujevac,5.0,61628.407399891505,3.0,16,,-0.09071663606619511,0.2199369909639094,kvalitetan
Novi Sad,3.0,93305.72872812294,0.0,12,,-0.7195655478159759,-0.9772860021661605,nekvalitetan
Beograd,8.0,92646.54915608525,2.0,13,True,-0.7914476658207172,0.6882014497201435,nekvalitetan
Nis,6.0,72295.20477135178,1.0,10,True,0.7645117655354187,-0.47407027512391364,nekvalitetan
Kragujevac,7.0,98074.23818950789,2.0,19,,-0.6985488560220906,-0.602581351439731,nekvalitetan
Novi Sad,6.0,50129.970273170926,7.0,6,,0.701467809736743,0.6680716521632932,nekvalitetan
Beograd,8.0,92160.53137622454,1.0,10,True,-0.8852823062018642,0.17121080426784352,nekvalitetan
Nis,1.0,85700.7708324143,0.0,0,True,-0.2329573997868491,-0.18995369406003587,kvalitetan
Kragujevac,9.0,96097.25891712456,7.0,8,,0.17826808913354206,0.3042000769194908,kvalitetan
Novi Sad,8.0,69100.75462078348,0.0,5,,-0.14919994809214598,0.06940278229602431,kvalitetan
Beograd,,76661.81412182172,7.0,16,True,-1.0304302891940098,0.5297591383829228,nekvalitetan
Nis,0.0,98842.77819842243,5.0,15,True,0.35715606377132736,-0.8282759030394453,nekvalitetan
Kragujevac,4.0,74391.46482596699,6.0,4,,0.48200313345741164,-0.2555082051851728,kvalitetan
Novi Sad,0.0,77621.5334521934,,1,,-0.07008696701637554,0.39416616070262134,kvalitetan
Beograd,3.0,51998.006905233204,7.0,15,True,-0.09765110574778263,0.8794048067369961,nekvalitetan
Nis,3.0,60351.255366303245,0.0,10,True,-0.2012814376228645,0.7496696182035893,nekvalitetan
Kragujevac,,88759.20031205426,1.0,7,,-0.5689913982476406,-0.07344179169960985,kvalitetan
Novi Sad,6.0,73786.90636167821,5.0,5,,0.3808095415111627,-1.0951493113898143,nekvalitetan
Beograd,7.0,83723.34952224669,3.0,16,True,0.3019861554702929,-0.8920334239027721,nekvalitetan
Nis,4.0,56462.52226881036,0.0,15,True,0.08418200366416535,-0.03762593647189327,kvalitetan
Kragujevac,7.0,85896.70883253639,,14,,0.9394941248639259,-0.48176806435719033,nekvalitetan
Novi Sad,9.0,55613.31441017971,7.0,2,,0.9630289296076684,0.7083941038587307,nekvalitetan
Beograd,1.0,95072.90670751367,3.0,8,True,-0.07547504575028305,0.07524979781292204,kvalitetan
Nis,2.0,90174.09394430429,0.0,15,True,0.006025930310148309,-1.0960717296158422,nekvalitetan
Kragujevac,4.0,77146.79230094065,7.0,16,,-0.09545649051755156,0.07752795666618889,kvalitetan
Novi Sad,5.0,84160.48361862684,7.0,7,,0.15333406896093693,0.21395621948831706,kvalitetan
Beograd,4.0,60883.00632359133,,8,True,0.13642160230285155,-0.2733525210710446,kvalitetan
Nis,7.0,60705.28649088341,7.0,4,True,0.032901089566156894,0.006001880638067031,kvalitetan
Kragujevac,,52662.32223012464,3.0,11,,-0.20078258184515235,0.45826719901465407,kvalitetan
Novi Sad,8.0,64741.80756011521,6.0,10,,-0.8110632493591279,-0.35930095920819166,nekvalitetan
Beograd,9.0,97285.75422412569,2.0,4,True,0.13828295678783092,-0.17666643428811551,kvalitetan
Nis,0.0,84100.90074722253,5.0,6,True,-0.17447818411014257,-0.41352979540046064,kvalitetan
Kragujevac,7.0,92117.02340634652,,7,,-0.03956932297955476,0.29787883389652026,kvalitetan
Novi Sad,0.0,83503.61819797457,0.0,5,,0.17938018384112844,0.8879563527053458,nekvalitetan
Beograd,7.0,79167.42916449244,,10,True,-0.2614467035399449,-0.014055129062793686,kvalitetan
Nis,3.0,91087.44195859489,5.0,8,True,0.021189975765401797,0.18393567242427905,kvalitetan
Kragujevac,,51640.80421315413,6.0,1,,-0.28468462011594575,-0.28563018935914103,kvalitetan
Novi Sad,0.0,52299.00828496158,7.0,8,,-0.5802534561915137,1.064114207273312,nekvalitetan
Beograd,4.0,99286.21080992823,5.0,3,True,-1.147520402739005,-0.32074581926626927,nekvalitetan
Nis,9.0,73826.24257533182,6.0,12,True,0.23431689288737598,-0.6216380391105334,nekvalitetan
Kragujevac,3.0,74325.40415195862,2.0,2,,-1.0801551647600574,0.21467854720852783,nekvalitetan
Novi Sad,8.0,86709.92464749032,7.0,2,,-0.8231392274978154,-0.1366551134369486,nekvalitetan
Beograd,2.0,94557.1689270775,3.0,15,True,-0.20504462915137542,0.9699296868591585,nekvalitetan
Nis,3.0,80186.62562846467,5.0,16,True,-0.44908803169943645,-0.2055275182953986,kvalitetan
Kragujevac,9.0,86315.4221015836,4.0,18,,-0.8965278456979131,-0.1145793282978039,nekvalitetan
Novi Sad,8.0,75505.87585747155,,12,,-0.24924622274613278,0.3028233816263602,kvalitetan
Beograd,,67694.7796316647,2.0,16,True,0.40901517454908537,0.08179140463804717,kvalitetan
Nis,0.0,58913.09570661254,6.0,4,True,0.5011830491367748,-1.0955394950032986,nekvalitetan
Kragujevac,3.0,53110.96385302848,7.0,0,,-0.08987886209940926,0.09333600928663494,kvalitetan
Novi Sad,2.0,62773.91452369067,6.0,19,,-0.1834175264247951,0.4153495318242442,kvalitetan
Beograd,6.0,54318.45102813226,7.0,18,True,-0.7528797933932581,0.6434677290948607,nekvalitetan
Nis,2.0,51920.795432748986,7.0,9,True,0.16260902576815134,-0.4146783639529509,kvalitetan
Kragujevac,6.0,74301.56295664636,1.0,14,,0.7857488039664837,-0.48364972072556434,nekvalitetan
Novi Sad,1.0,84099.9614937258,7.0,14,,0.07914626027036217,-0.5400194714279652,kvalitetan
Beograd,7.0,55074.97430813607,7.0,17,True,0.9889221103146242,0.205896169077865,nekvalitetan
Nis,7.0,51890.78245212419,5.0,10,True,-0.27449481100272083,0.9021463832405837,nekvalitetan
Kragujevac,2.0,85986.15390125907,0.0,11,,-0.434792509406292,0.6132079632661013,nekvalitetan
Novi Sad,6.0,92332.96589435151,6.0,11,,-0.47496676372312574,-0.8328470371102636,nekvalitetan
Beograd,,56157.58286029904,7.0,0,True,0.8505881837702493,-0.34070605822835837,nekvalitetan
Nis,9.0,61498.20335151303,4.0,11,True,-0.3801137940247842,-0.024561666617766556,kvalitetan
Kragujevac,5.0,51257.177487096116,2.0,4,,1.071657214030615,0.2019309131276757,nekvalitetan
Novi Sad,9.0,93193.0980645766,1.0,17,,-0.36020982469775314,0.32464287071580383,kvalitetan
Beograd,9.0,66740.1123828015,0.0,12,True,0.2291484897129612,-0.22822294309685337,kvalitetan
Nis,2.0,61465.02147981589,7.0,13,True,-0.4345781980986342,-0.36897080852610925,kvalitetan
Kragujevac,8.0,58292.91647614096,3.0,8,,-0.048341528580090415,-0.12850305440776905,kvalitetan
Novi Sad,1.0,79662.69404320477,,16,,0.10338404066133648,0.13463302067452032,kvalitetan
Beograd,,90491.98783042806,2.0,9,True,1.0922331415238682,-0.01810490996946927,nekvalitetan
Nis,3.0,94240.45608340984,7.0,7,True,-0.11504833032077158,0.8307053410085146,nekvalitetan
Kragujevac,2.0,51265.03651982743,2.0,17,,0.13931094096554464,-0.9988675804327755,nekvalitetan
Novi Sad,0.0,59481.81835244636,6.0,5,,-0.1865117070756192,-0.12399220826836654,kvalitetan
Beograd,,88852.58223294214,,1,True,-0.1839560282494947,-0.16695642450001513,kvalitetan
Nis,7.0,72354.49361527142,4.0,16,True,0.4784740018405405,0.38501047123172205,kvalitetan
Kragujevac,0.0,69533.47176986613,7.0,13,,0.014793347949178165,-0.17652644349134639,kvalitetan
Novi Sad,9.0,70849.15788560499,0.0,14,,1.0165289085425582,-0.3810757234900024,nekvalitetan
Beograd,7.0,93327.36119613744,2.0,18,True,-1.3117387637662943,-0.049056051224834106,nekvalitetan
Nis,6.0,52618.318976759496,0.0,9,True,0.25611694665017837,0.0208322131086439,kvalitetan
Kragujevac,4.0,78100.81545614846,7.0,19,,-0.8871731985289062,0.2849547067917358,nekvalitetan
Novi Sad,8.0,56688.86269945404,0.0,11,,-0.9862494948403524,-0.5308372635476365,nekvalitetan
Beograd,7.0,53589.5192668378,5.0,15,True,-0.46949529938918777,0.9672467389721182,nekvalitetan
Nis,1.0,54085.37053587211,3.0,5,True,-0.272224735287855,-0.6681594848273467,nekvalitetan
Kragujevac,0.0,73692.73146873669,0.0,12,,-0.8976970445868752,0.20871313866583704,nekvalitetan
Novi Sad,,99116.88055803023,6.0,3,,-0.8048323027119368,0.8917025325067953,nekvalitetan
Beograd,4.0,67452.95731831627,1.0,18,True,1.0710582056789637,-0.1584301151466372,nekvalitetan
Nis,0.0,58574.419926250725,6.0,10,True,0.1955318091788562,-0.4880750837175488,kvalitetan
Kragujevac,2.0,82198.96275541863,0.0,14,,0.22712293113264054,0.04862573161898065,kvalitetan
Novi Sad,4.0,95296.2719481042,5.0,5,,0.12772478636031853,-0.2955306609602044,kvalitetan
Beograd,0.0,71415.06794803463,2.0,0,True,-0.6884712916440887,0.6422530465126519,nekvalitetan
Nis,,61901.66612256791,7.0,3,True,-0.059511978069627935,0.2914549246727056,kvalitetan
Kragujevac,1.0,50054.55857447138,0.0,15,,0.8958136772139549,0.17971003207671551,nekvalitetan
Novi Sad,5.0,73614.05731567305,6.0,11,,0.8510899601505715,-0.047962938314021986,nekvalitetan
Beograd,6.0,59542.66911443272,2.0,13,True,0.7778050570969677,0.40152927120388915,nekvalitetan
Nis,2.0,70185.54817052136,7.0,8,True,-0.5397757271331598,0.8411722281214487,nekvalitetan
Kragujevac,,84827.83791920381,4.0,3,,-0.04393778730210175,0.5078921797186362,kvalitetan
Novi Sad,3.0,71017.28878361627,,18,,-1.0288445640156088,-0.5415162380857038,nekvalitetan
Beograd,9.0,77324.19433284597,1.0,2,True,-0.9728720438685454,-0.09504625143698492,nekvalitetan
Nis,0.0,88788.2851160967,2.0,3,True,0.6814285961695589,0.8860861504607582,nekvalitetan
Kragujevac,,79089.63828893528,1.0,15,,-0.45970042918084647,0.009380290169193284,kvalitetan
Novi Sad,,57963.771261955786,7.0,1,,0.4516041101286229,-0.18730219907149798,kvalitetan
Beograd,6.0,70147.42826475138,2.0,4,True,-0.3972311577237226,0.7809560257396092,nekvalitetan
Nis,8.0,59171.69483056772,4.0,1,True,-0.5026069510460758,-1.0084157239464835,nekvalitetan
Kragujevac,,66778.74307056997,2.0,3,,-0.8954519269051116,0.875841257118966,nekvalitetan
Novi Sad,7.0,79470.67987589834,2.0,4,,-0.8290963004545162,0.12368775719202615,nekvalitetan
Beograd,1.0,55688.1398577245,5.0,7,True,0.17854350127713975,0.033973146101188914,kvalitetan
Nis,9.0,50090.911860317996,1.0,8,True,-0.8427630042414297,-0.5448737067187456,nekvalitetan
Kragujevac,7.0,93856.06656252162,2.0,16,,-0.9010770863591275,0.9288403477910969,nekvalitetan
Novi Sad,9.0,77255.89217692649,3.0,13,,1.0010069882026835,0.47931317887659597,nekvalitetan
Beograd,4.0,68696.58244090379,7.0,16,True,-0.08588272287356208,-0.09892836540248819,kvalitetan
Nis,7.0,71612.1281675209,3.0,16,True,0.2497684880800851,0.0055074978042880945,kvalitetan
Kragujevac,6.0,70815.43011209526,,5,,0.7942805705573381,0.5088782427626952,nekvalitetan
Novi Sad,1.0,85235.04370626221,2.0,5,,-0.8439020114063972,-0.5336650407559693,nekvalitetan
Beograd,1.0,88622.90638769238,6.0,15,True,-0.32844543001026727,-0.10260444367680355,kvalitetan
Nis,,65254.86310449321,5.0,6,True,-0.1834086817621232,-0.4133886253739918,kvalitetan
Kragujevac,2.0,79356.05803401876,1.0,19,,0.39946302672188727,0.9844041023346125,nekvalitetan
Novi Sad,3.0,57205.26865589472,,3,,-0.07574485097305414,0.19006872863433505,kvalitetan
Beograd,8.0,78436.3682516393,5.0,1,True,0.12744078564226813,-0.14426422139115777,kvalitetan
Nis,9.0,63111.40832224487,5.0,18,True,-1.0838861136158782,-0.15889307734680516,nekvalitetan
Kragujevac,7.0,66226.05177412296,3.0,8,,-0.2878100305008555,0.6572444589862205,nekvalitetan
Novi Sad,,61630.31581346711,2.0,15,,-0.9154028906221188,-0.4309644737975217,nekvalitetan
Beograd,9.0,63676.42729815957,,14,True,0.27947502282622005,0.21415341310666253,kvalitetan
Nis,1.0,87659.53861244963,1.0,0,True,-0.8488846035982026,-0.17209308924444,nekvalitetan
Kragujevac,7.0,58375.47243753746,4.0,6,,0.30506198488274205,0.09287373273343977,kvalitetan
Novi Sad,9.0,77335.86098394179,5.0,1,,-0.1262639353016167,0.5539270738232864,kvalitetan
Beograd,2.0,52749.68655339413,1.0,18,True,0.020717946327454953,-0.22568428741963806,kvalitetan
Nis,5.0,80261.49261760287,1.0,17,True,0.34965023446402477,-0.17206807433450444,kvalitetan
Kragujevac,6.0,79529.96752889427,4.0,5,,-0.46994586389889265,0.7931096213856395,nekvalitetan
Novi Sad,7.0,94525.81536564828,,1,,0.001587991022312607,-0.6223815111719435,nekvalitetan
Beograd,1.0,95305.50056850174,3.0,14,True,0.25355936043705013,-0.0968533445809644,kvalitetan
Nis,6.0,58738.389014625005,5.0,10,True,-0.5043795179898154,0.9554559252342413,nekvalitetan
Kragujevac,7.0,74915.48398268138,1.0,0,,-0.17917079747719217,-0.03303294615692598,kvalitetan
Novi Sad,3.0,53705.11252967391,1.0,9,,-0.021209117841111458,-0.019037777678636826,kvalitetan
Beograd,5.0,59705.57630889805,4.0,12,True,0.864495098889668,0.44907673048526703,nekvalitetan
Nis,8.0,77153.94784298725,4.0,9,True,0.8711269554801976,-0.3058101295710882,nekvalitetan
Kragujevac,2.0,64151.30309903439,5.0,4,,-0.06390985740242536,-0.4094889877544763,kvalitetan
Novi Sad,3.0,63684.19732552058,6.0,4,,0.25205067848577034,0.04511476360125252,kvalitetan
Beograd,9.0,94717.96968979138,5.0,14,True,-0.41621174772994346,0.5591676249573956,nekvalitetan
Nis,9.0,64146.69676199118,,10,True,-0.5040916178018652,-0.9236050822808269,nekvalitetan
Kragujevac,6.0,74495.27077799843,0.0,11,,-0.1578974085336677,0.562678092140105,kvalitetan
Novi Sad,4.0,95805.47066936054,5.0,9,,-0.27060808228606603,-0.23626630587957162,kvalitetan
Beograd,6.0,82185.5631354499,3.0,9,True,-0.5965020706020069,0.7997589582614735,nekvalitetan
Nis,1.0,88562.9248217256,4.0,5,True,-1.1031830442236563,-0.055509463461596346,nekvalitetan
Kragujevac,9.0,95052.22475078156,3.0,3,,-0.010525426188705334,0.19225577544046601,kvalitetan
Novi Sad,3.0,74098.41223071926,2.0,11,,0.44868808476150623,0.9294211789846313,nekvalitetan
Beograd,,53472.426356567834,,8,True,-0.22538545785576558,0.2799329194786492,kvalitetan
Nis,0.0,80052.47141037218,3.0,16,True,-0.19548701692427,0.5206136547957018,kvalitetan
Kragujevac,5.0,85476.18498829042,2.0,16,,0.4167478297106141,-0.8829171416294745,nekvalitetan
Novi Sad,8.0,61008.53512644775,6.0,5,,0.46979567055321675,-1.068858796900021,nekvalitetan
Beograd,9.0,51938.661093313545,2.0,14,True,-0.22649711803644007,0.0951256793768745,kvalitetan
Nis,3.0,63372.747696895414,2.0,5,True,-0.22841746218805228,-0.35833273943268407,kvalitetan
Kragujevac,2.0,98269.90485659792,0.0,1,,0.2367391840761136,0.6936328112490284,nekvalitetan
Novi Sad,1.0,75138.14664447944,3.0,3,,-0.2104042369488772,-0.24640899555067614,kvalitetan
Beograd,4.0,68102.30284063163,2.0,9,True,0.7851603270001822,0.5817135705098139,nekvalitetan
Nis,6.0,86100.30550982669,6.0,5,True,-0.9029633408210924,-0.5713499580401042,nekvalitetan
Kragujevac,9.0,83538.85761657267,3.0,16,,-0.7472614589718991,0.18757378997002155,nekvalitetan
Novi Sad,4.0,66861.99310708261,2.0,18,,-0.5510297009110892,-0.4853864969358795,nekvalitetan
Beograd,,96113.08273676434,,4,True,0.13206443967337766,0.20176287282750127,kvalitetan
Nis,3.0,88033.54058293597,1.0,19,True,1.2672183251601776,0.4244985553369742,nekvalitetan
Kragujevac,,98704.60713527024,2.0,17,,0.04713252798096837,0.48507323269852765,kvalitetan
Novi Sad,4.0,51434.563657565355,3.0,7,,0.4036276662045709,0.1129054186807418,kvalitetan
Beograd,3.0,60798.02651441492,4.0,19,True,-1.1519423727778473,0.5925260017356532,nekvalitetan
Nis,3.0,77856.43163512979,3.0,12,True,-0.21574016999338916,-0.23863388036098948,kvalitetan
